number,title,depth,part,chapter,start_pdf_page,end_pdf_page_hierarchical,end_pdf_page_atomic,hierarchical_file,atomic_file,hierarchical_utf8_bytes,atomic_utf8_bytes
5.4.4,Quaternion-Matrix Equivalence,3,1,5,418,419,419,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.04.04_quaternion_matrix_equivalence.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.04.04_quaternion_matrix_equivalence.md,2754,2754
5.4.5,Rotational Linear Interpolation,3,1,5,419,422,422,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.04.05_rotational_linear_interpolation.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.04.05_rotational_linear_interpolation.md,4681,4681
5.5,Comparison of Rotational Representations,2,1,5,422,426,422,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05_comparison_of_rotational_representations.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05_comparison_of_rotational_representations.md,11498,550
5.5.1,Euler Angles,3,1,5,422,423,423,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.01_euler_angles.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.01_euler_angles.md,2219,2219
5.5.2,3 × 3 Matrices,3,1,5,423,423,423,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.02_3_3_matrices.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.02_3_3_matrices.md,1284,1284
5.5.3,Axis + Angle,3,1,5,423,424,424,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.03_axis_angle.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.03_axis_angle.md,1191,1191
5.5.4,Quaternions,3,1,5,424,424,424,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.04_quaternions.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.04_quaternions.md,961,961
5.5.5,SRT Transformations,3,1,5,424,424,424,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.05_srt_transformations.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.05_srt_transformations.md,1276,1276
5.5.6,Dual Quaternions,3,1,5,425,425,425,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.06_dual_quaternions.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.06_dual_quaternions.md,2258,2258
5.5.7,Rotations and Degrees of Freedom,3,1,5,425,426,426,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.05.07_rotations_and_degrees_of_freedom.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.05.07_rotations_and_degrees_of_freedom.md,2770,2770
5.6,Other Useful Mathematical Objects,2,1,5,426,431,427,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06_other_useful_mathematical_objects.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06_other_useful_mathematical_objects.md,10026,634
5.6.1,"Lines, Rays and Line Segments",3,1,5,427,427,427,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.01_lines_rays_and_line_segments.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.01_lines_rays_and_line_segments.md,1624,1624
5.6.2,Spheres,3,1,5,427,428,428,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.02_spheres.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.02_spheres.md,914,914
5.6.3,Planes,3,1,5,428,429,429,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.03_planes.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.03_planes.md,3989,3989
5.6.4,Axis-Aligned Bounding Boxes (AABB),3,1,5,430,430,430,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.04_axis_aligned_bounding_boxes_aabb.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.04_axis_aligned_bounding_boxes_aabb.md,1187,1187
5.6.5,Oriented Bounding Boxes (OBB),3,1,5,430,430,430,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.05_oriented_bounding_boxes_obb.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.05_oriented_bounding_boxes_obb.md,821,821
5.6.6,Frusta,3,1,5,430,431,431,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.06_frusta.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.06_frusta.md,1599,1599
5.6.7,Convex Polyhedral Regions,3,1,5,431,431,431,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.06.07_convex_polyhedral_regions.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.06.07_convex_polyhedral_regions.md,724,724
5.7,Random Number Generation,2,1,5,431,435,431,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.07_random_number_generation.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.07_random_number_generation.md,5426,941
5.7.1,Linear Congruential Generators,3,1,5,431,432,432,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.07.01_linear_congruential_generators.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.07.01_linear_congruential_generators.md,1224,1224
5.7.2,Mersenne Twister,3,1,5,432,432,432,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.07.02_mersenne_twister.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.07.02_mersenne_twister.md,1299,1299
5.7.3,"Mother-of-All, Xorshift and KISS99",3,1,5,432,433,433,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.07.03_mother_of_all_xorshift_and_kiss99.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.07.03_mother_of_all_xorshift_and_kiss99.md,1705,1705
5.7.4,PCG,3,1,5,433,435,435,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.07.04_pcg.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.07.04_pcg.md,853,853
6,Engine Support Systems,1,2,6,436,499,436,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06_engine_support_systems.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06_engine_support_systems.md,125635,882
6.1,Subsystem Start-Up and Shut-Down,2,2,6,436,445,436,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.01_subsystem_start_up_and_shut_down.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.01_subsystem_start_up_and_shut_down.md,12448,686
6.1.1,C++ Static Initialization Order (or Lack Thereof),3,2,6,437,439,439,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.01.01_cpp_static_initialization_order_or_lack_thereof.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.01.01_cpp_static_initialization_order_or_lack_thereof.md,3813,3813
6.1.2,A Simple Approach That Works,3,2,6,439,441,441,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.01.02_a_simple_approach_that_works.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.01.02_a_simple_approach_that_works.md,3257,3257
6.1.3,Some Examples from Real Engines,3,2,6,441,445,445,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.01.03_some_examples_from_real_engines.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.01.03_some_examples_from_real_engines.md,5107,5107
6.2,Memory Management,2,2,6,445,460,445,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.02_memory_management.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.02_memory_management.md,31013,1360
6.2.1,Optimizing Dynamic Memory Allocation,3,2,6,445,456,456,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.02.01_optimizing_dynamic_memory_allocation.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.02.01_optimizing_dynamic_memory_allocation.md,20497,20497
6.2.2,Memory Fragmentation,3,2,6,456,460,460,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.02.02_memory_fragmentation.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.02.02_memory_fragmentation.md,9545,9545
6.3,Containers,2,2,6,460,475,462,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03_containers.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03_containers.md,33306,3730
6.3.1,Container Operations,3,2,6,462,462,462,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03.01_container_operations.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03.01_container_operations.md,1577,1577
6.3.2,Iterators,3,2,6,463,464,464,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03.02_iterators.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03.02_iterators.md,4084,4084
6.3.3,Algorithmic Complexity,3,2,6,464,466,466,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03.03_algorithmic_complexity.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03.03_algorithmic_complexity.md,3637,3637
6.3.4,Building Custom Container Classes,3,2,6,466,470,470,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03.04_building_custom_container_classes.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03.04_building_custom_container_classes.md,9825,9825
6.3.5,Dynamic Arrays and Chunky Allocation,3,2,6,470,471,471,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03.05_dynamic_arrays_and_chunky_allocation.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03.05_dynamic_arrays_and_chunky_allocation.md,2447,2447
6.3.6,Dictionaries and Hash Tables,3,2,6,471,475,475,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.03.06_dictionaries_and_hash_tables.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.03.06_dictionaries_and_hash_tables.md,8959,8959
6.4,Strings,2,2,6,475,489,475,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.04_strings.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.04_strings.md,33475,503
6.4.1,The Problem with Strings,3,2,6,475,476,476,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.04.01_the_problem_with_strings.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.04.01_the_problem_with_strings.md,3062,3062
6.4.2,String Classes,3,2,6,476,477,477,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.04.02_string_classes.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.04.02_string_classes.md,2773,2773
6.4.3,Unique Identifiers,3,2,6,477,481,481,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.04.03_unique_identifiers.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.04.03_unique_identifiers.md,7602,7602
6.4.4,Localization,3,2,6,481,489,489,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.04.04_localization.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.04.04_localization.md,20131,20131
6.5,Engine Configuration,2,2,6,489,499,490,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.05_engine_configuration.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.05_engine_configuration.md,15329,1204
6.5.1,Loading and Saving Options,3,2,6,490,492,492,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.05.01_loading_and_saving_options.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.05.01_loading_and_saving_options.md,3698,3698
6.5.2,Per-User Options,3,2,6,493,493,493,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.05.02_per_user_options.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.05.02_per_user_options.md,2018,2018
6.5.3,Configuration Management in Some Real Engines,3,2,6,493,499,499,part_02_low_level_engine_systems/chapter_06_engine_support_systems/hierarchical/06.05.03_configuration_management_in_some_real_engines.md,part_02_low_level_engine_systems/chapter_06_engine_support_systems/atomic/06.05.03_configuration_management_in_some_real_engines.md,8915,8915
7,Resources and the File System,1,2,7,500,543,501,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07_resources_and_the_file_system.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07_resources_and_the_file_system.md,95302,2290
7.1,File System,2,2,7,501,511,501,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.01_file_system.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.01_file_system.md,21812,540
7.1.1,File Names and Paths,3,2,7,501,505,505,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.01.01_file_names_and_paths.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.01.01_file_names_and_paths.md,9670,9670
7.1.2,Basic File I/O,3,2,7,505,508,508,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.01.02_basic_file_i_o.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.01.02_basic_file_i_o.md,5485,5485
7.1.3,Asynchronous File I/O,3,2,7,508,511,511,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.01.03_asynchronous_file_i_o.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.01.03_asynchronous_file_i_o.md,6655,6655
7.2,The Resource Manager,2,2,7,512,543,512,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.02_the_resource_manager.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.02_the_resource_manager.md,71461,1785
7.2.1,Offline Resource Management and the Tool Chain,3,2,7,512,522,522,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.02.01_offline_resource_management_and_the_tool_chain.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.02.01_offline_resource_management_and_the_tool_chain.md,23984,23984
7.2.2,Runtime Resource Management,3,2,7,522,543,543,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/hierarchical/07.02.02_runtime_resource_management.md,part_02_low_level_engine_systems/chapter_07_resources_and_the_file_system/atomic/07.02.02_runtime_resource_management.md,45990,45990
8,The Game Loop and Real-Time Simulation,1,2,8,544,577,544,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08_the_game_loop_and_real_time_simulation.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08_the_game_loop_and_real_time_simulation.md,73143,853
8.1,The Rendering Loop,2,2,8,544,545,545,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.01_the_rendering_loop.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.01_the_rendering_loop.md,2006,2006
8.2,The Game Loop,2,2,8,545,547,546,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.02_the_game_loop.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.02_the_game_loop.md,4648,1417
8.2.1,A Simple Example: Pong,3,2,8,546,547,547,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.02.01_a_simple_example_pong.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.02.01_a_simple_example_pong.md,3380,3380
8.3,Game Loop Architectural Styles,2,2,8,548,551,548,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.03_game_loop_architectural_styles.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.03_game_loop_architectural_styles.md,5601,415
8.3.1,Windows Message Pumps,3,2,8,548,548,548,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.03.01_windows_message_pumps.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.03.01_windows_message_pumps.md,1167,1167
8.3.2,Callback-Driven Frameworks,3,2,8,548,550,550,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.03.02_callback_driven_frameworks.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.03.02_callback_driven_frameworks.md,2939,2939
8.3.3,Event-Based Updating,3,2,8,550,551,551,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.03.03_event_based_updating.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.03.03_event_based_updating.md,1527,1527
8.4,Abstract Timelines,2,2,8,551,553,551,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.04_abstract_timelines.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.04_abstract_timelines.md,5164,548
8.4.1,Real Time,3,2,8,551,551,551,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.04.01_real_time.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.04.01_real_time.md,659,659
8.4.2,Game Time,3,2,8,551,552,552,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.04.02_game_time.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.04.02_game_time.md,2178,2178
8.4.3,Local and Global Timelines,3,2,8,552,553,553,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.04.03_local_and_global_timelines.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.04.03_local_and_global_timelines.md,2317,2317
8.5,Measuring and Dealing with Time,2,2,8,553,563,553,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.05_measuring_and_dealing_with_time.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.05_measuring_and_dealing_with_time.md,24029,473
8.5.1,Frame Rate and Time Deltas,3,2,8,553,554,554,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.05.01_frame_rate_and_time_deltas.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.05.01_frame_rate_and_time_deltas.md,2185,2185
8.5.2,From Frame Rate to Speed,3,2,8,554,558,558,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.05.02_from_frame_rate_to_speed.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.05.02_from_frame_rate_to_speed.md,10697,10697
8.5.3,Measuring Real Time with a High-Resolution Timer,3,2,8,558,559,559,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.05.03_measuring_real_time_with_a_high_resolution_timer.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.05.03_measuring_real_time_with_a_high_resolution_timer.md,3471,3471
8.5.4,Time Units and Clock Variables,3,2,8,559,562,562,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.05.04_time_units_and_clock_variables.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.05.04_time_units_and_clock_variables.md,5906,5906
8.5.5,Dealing with Breakpoints,3,2,8,562,563,563,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.05.05_dealing_with_breakpoints.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.05.05_dealing_with_breakpoints.md,2133,2133
8.6,Multiprocessor Game Loops,2,2,8,563,577,563,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.06_multiprocessor_game_loops.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.06_multiprocessor_game_loops.md,31779,574
8.6.1,Task Decomposition,3,2,8,563,564,564,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.06.01_task_decomposition.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.06.01_task_decomposition.md,2329,2329
8.6.2,One Thread per Subsystem,3,2,8,564,565,565,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.06.02_one_thread_per_subsystem.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.06.02_one_thread_per_subsystem.md,2999,2999
8.6.3,Scatter/Gather,3,2,8,565,568,568,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.06.03_scatter_gather.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.06.03_scatter_gather.md,6528,6528
8.6.4,Job Systems,3,2,8,568,577,577,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/hierarchical/08.06.04_job_systems.md,part_02_low_level_engine_systems/chapter_08_the_game_loop_and_real_time_simulation/atomic/08.06.04_job_systems.md,20218,20218
9,Human Interface Devices,1,2,9,578,607,578,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09_human_interface_devices.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09_human_interface_devices.md,55399,857
9.1,Types of Human Interface Devices,2,2,9,578,580,580,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.01_types_of_human_interface_devices.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.01_types_of_human_interface_devices.md,2738,2738
9.2,Interfacing with a HID,2,2,9,580,582,580,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.02_interfacing_with_a_hid.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.02_interfacing_with_a_hid.md,3754,578
9.2.1,Polling,3,2,9,580,581,581,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.02.01_polling.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.02.01_polling.md,1495,1495
9.2.2,Interrupts,3,2,9,581,581,581,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.02.02_interrupts.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.02.02_interrupts.md,1162,1162
9.2.3,Wireless Devices,3,2,9,581,582,582,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.02.03_wireless_devices.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.02.03_wireless_devices.md,1057,1057
9.3,Types of Inputs,2,2,9,582,588,582,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03_types_of_inputs.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03_types_of_inputs.md,12525,396
9.3.1,Digital Buttons,3,2,9,582,583,583,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03.01_digital_buttons.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03.01_digital_buttons.md,3166,3166
9.3.2,Analog Axes and Buttons,3,2,9,583,585,585,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03.02_analog_axes_and_buttons.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03.02_analog_axes_and_buttons.md,3149,3149
9.3.3,Relative Axes,3,2,9,585,585,585,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03.03_relative_axes.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03.03_relative_axes.md,764,764
9.3.4,Accelerometers,3,2,9,585,585,585,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03.04_accelerometers.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03.04_accelerometers.md,806,806
9.3.5,3D Orientation with the Wiimote or DualShock,3,2,9,585,586,586,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03.05_3d_orientation_with_the_wiimote_or_dualshock.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03.05_3d_orientation_with_the_wiimote_or_dualshock.md,2645,2645
9.3.6,Cameras,3,2,9,586,588,588,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.03.06_cameras.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.03.06_cameras.md,2857,2857
9.4,Types of Outputs,2,2,9,588,589,588,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.04_types_of_outputs.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.04_types_of_outputs.md,2970,461
9.4.1,Rumble,3,2,9,588,589,589,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.04.01_rumble.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.04.01_rumble.md,832,832
9.4.2,Force-Feedback,3,2,9,589,589,589,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.04.02_force_feedback.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.04.02_force_feedback.md,670,670
9.4.3,Audio,3,2,9,589,589,589,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.04.03_audio.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.04.03_audio.md,680,680
9.4.4,Other Inputs and Outputs,3,2,9,589,589,589,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.04.04_other_inputs_and_outputs.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.04.04_other_inputs_and_outputs.md,1014,1014
9.5,Game Engine HID Systems,2,2,9,589,606,590,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.05_game_engine_hid_systems.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.05_game_engine_hid_systems.md,32453,904
9.5.1,Typical Requirements,3,2,9,590,590,590,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.05.01_typical_requirements.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.05.01_typical_requirements.md,684,684
9.5.2,Dead Zone,3,2,9,590,591,591,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.05.02_dead_zone.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.05.02_dead_zone.md,1384,1384
9.5.3,Analog Signal Filtering,3,2,9,591,593,593,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.05.03_analog_signal_filtering.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.05.03_analog_signal_filtering.md,3045,3045
9.5.4,Detecting Input Events,3,2,9,593,601,601,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.05.04_detecting_input_events.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.05.04_detecting_input_events.md,14903,14903
9.5.5,Managing Multiple HIDs for Multiple Players,3,2,9,601,601,601,part_02_low_level_engine_systems/chapter_09_human_interface_devices/hierarchical/09.05.05_managing_multiple_hids_for_multiple_players.md,part_02_low_level_engine_systems/chapter_09_human_interface_devices/atomic/09.05.05_managing_multiple_hids_for_multiple_players.md,1631,1631
